"LOCATION_ID","lat","long","classification","EVC","EVH","EVT","HUC_08_ID","hli","soilorder","landform","ocs","cc_pct"
"site_301",60.0979662440591,-152.83428695874,0,105,110,3679,19020602,200,16,6000,86,55
"site_302",61.6772045135412,-150.855927208524,0,104,109,3677,19020504,200,24,7000,97,45
"site_303",60.5628444035909,-149.715426123806,0,102,110,3603,19020302,200,16,1000,95,25
"site_304",62.4382572222473,-152.010442011674,0,106,110,3679,19020504,100,16,1000,93,65
"site_305",61.7486205786287,-151.284154104463,0,102,110,3679,19020504,200,24,4000,104,25
"site_306",61.5516200368213,-151.184980097097,0,107,110,3677,19020504,0,24,6000,94,75
"site_307",62.1046229257253,-152.077276668813,0,106,110,3600,19020504,200,16,4000,99,65
"site_308",61.8143772574263,-148.364988757189,0,102,110,3601,19020402,200,16,7000,85,25
"site_309",59.6869870015744,-151.07502630632,0,106,109,3677,19020300,200,16,4000,79,65
"site_310",62.0076048750404,-151.058048147451,0,105,110,3677,19020504,0,24,6000,97,55
"site_311",60.3114059555659,-152.607103023386,0,106,110,3679,19020602,100,16,4000,99,65
"site_312",59.2188749070197,-151.803470170213,0,108,110,3644,19020300,200,16,1000,0,85
"site_313",59.3800326689908,-151.604044177138,0,108,110,3644,19020300,200,16,4000,69,85
"site_314",59.9971752691809,-149.550225943056,0,105,110,3644,19020202,100,35,1000,65,55
"site_315",60.2297490962394,-150.396438940697,0,101,110,3603,19020302,100,16,7000,82,15
"site_316",62.4293639009345,-151.312990025084,0,101,110,3601,19020504,0,16,5000,83,15
"site_317",59.3652104668028,-151.670609339692,0,108,110,3644,19020300,100,16,1000,75,85
"site_318",61.2554454876471,-152.004513130799,0,105,110,3679,19020600,200,16,6000,110,55
"site_319",61.799285560653,-151.198993815529,0,103,110,3677,19020504,0,24,8000,96,35
"site_320",60.9342079420459,-151.83985193922,0,103,110,3677,19020600,200,24,4000,99,35
"site_321",60.0362519840401,-152.804373059779,0,106,110,3679,19020602,100,16,1000,93,65
"site_322",62.3827413376887,-151.069636414616,0,105,110,3679,19020504,0,16,5000,90,55
"site_323",61.2821254515854,-150.40641024035,0,104,110,3679,19020504,0,24,7000,0,45
"site_324",60.1486312260834,-152.78847287925,0,105,110,3679,19020602,200,16,9000,93,55
"site_325",59.7988272544473,-151.573321794422,0,101,110,3677,19020300,200,3,7000,96,15
"site_326",60.3636879051016,-150.470010962466,0,107,110,3679,19020302,100,24,4000,84,75
"site_327",61.4950261739218,-148.787556266838,0,106,109,3677,19020402,0,16,7000,80,65
"site_328",62.05287996536,-151.844702841754,0,104,109,3679,19020504,200,16,9000,86,45
"site_329",61.9219055969354,-148.336422331154,0,103,110,3600,19020402,100,16,1000,89,35
"site_330",59.9923243666466,-150.41206962664,0,103,110,3600,19020300,100,35,1000,77,35
"site_331",60.205225088983,-151.2798421911,0,104,110,3679,19020300,0,24,5000,78,45
"site_332",61.8348588459042,-148.564684244848,0,106,110,3603,19020402,200,24,3000,92,65
"site_333",61.7798819505161,-151.042417461507,0,104,108,3677,19020504,0,24,8000,89,45
"site_334",60.0809880851892,-151.000915295381,0,101,110,3677,19020300,0,3,8000,103,15
"site_335",60.6784575806571,-150.431473236777,0,104,109,3679,19020302,0,24,7000,86,45
"site_336",62.2695536118896,-151.421057353763,0,106,110,3679,19020504,0,16,5000,84,65
"site_337",61.737571300634,-150.258996702226,0,104,110,3679,19020504,0,24,6000,91,45
"site_338",62.0765954888607,-149.53190031126,0,103,110,3600,19020504,100,24,1000,98,35
"site_339",61.7860803259765,-150.815503020738,0,104,109,3679,19020504,0,24,8000,97,45
"site_340",61.8116823115739,-149.227640924529,0,103,110,3600,19020504,200,24,1000,92,35
"site_341",59.9397729225256,-151.180937678318,0,101,109,3679,19020300,200,3,6000,105,15
"site_342",60.9759796027575,-148.74335915486,0,108,110,3644,19020302,200,16,1000,94,85
"site_343",61.0630263537887,-148.36094633841,0,109,110,3644,19020200,200,16,1000,84,95
"site_344",60.1273411538498,-151.389795981876,0,105,110,3677,19020300,200,24,7000,81,55
"site_345",60.1049731032752,-150.972887858516,0,104,109,3677,19020300,100,3,8000,92,45
"site_346",61.6392057770229,-151.170966378664,0,106,110,3679,19020504,100,24,9000,110,65
"site_347",59.4021312249801,-151.475764754566,0,109,110,3644,19020202,200,16,1000,75,95
"site_348",61.5877323112429,-150.058223236226,0,104,108,3679,19020504,0,24,8000,80,45
"site_349",60.3251501794129,-152.621386236404,0,105,110,3679,19020602,200,16,9000,98,55
"site_350",59.8508397093978,-150.820623417858,0,106,110,3679,19020300,100,16,7000,85,65
"site_351",62.2447601100479,-151.383867101001,0,101,110,3679,19020504,0,16,6000,84,15
"site_352",62.1331893517603,-151.327003743516,0,105,110,3679,19020504,200,24,6000,93,55
"site_353",61.7774564992489,-149.125232982139,0,103,110,3603,19020504,200,24,1000,99,35
"site_354",60.095540792792,-151.604044177138,0,101,110,3677,19020300,0,24,6000,90,15
"site_355",62.1609472940396,-151.652822697066,0,106,110,3677,19020504,200,16,7000,86,65
"site_356",59.7635234637814,-149.836968181747,0,108,111,3644,19020202,200,16,1000,68,85
"site_357",59.3013402501019,-151.845241830925,0,106,110,3644,19020300,100,16,1000,83,65
"site_358",61.7162812284004,-151.596767823337,0,105,110,3679,19020504,0,16,4000,89,55
"site_359",61.1487256318937,-151.113294537424,0,107,110,3677,19020600,0,24,6000,92,75
"site_360",60.6833084831914,-152.470469268672,0,106,110,3679,19020600,100,35,9000,108,65
"site_361",61.9453516258509,-150.92060590898,0,105,110,3677,19020504,0,24,6000,88,55
"site_362",62.0022149833356,-149.688746159867,0,106,110,3677,19020504,0,24,7000,87,65
"site_363",59.8985402509845,-151.667375404669,0,106,110,3679,19020300,200,3,6000,97,65
"site_364",59.8017916948849,-151.25154525965,0,102,110,3677,19020300,200,3,1000,98,25
"site_365",62.4153501825022,-151.860872516868,0,105,110,3601,19020504,200,16,3000,88,55
"site_366",60.0055296013232,-151.183093635,0,101,110,3677,19020300,0,3,6000,99,15
"site_367",61.9731095681302,-151.110330096986,0,106,110,3677,19020504,0,24,6000,93,65
"site_368",61.218794224055,-151.953578654189,0,106,110,3679,19020600,0,16,5000,107,65
"site_369",61.6257310477611,-151.535323057903,0,106,110,3679,19020504,100,16,3000,103,65
"site_370",62.3792379080806,-150.97154038559,0,101,110,3601,19020504,200,16,6000,92,15
"site_371",59.3336796003302,-151.941451397854,0,108,110,3644,19020300,200,16,7000,106,85
"site_372",60.589254872944,-150.213182622736,0,105,110,3679,19020302,200,24,6000,94,55
"site_373",60.5520646201815,-150.855388219353,0,107,110,3600,19020302,200,24,8000,80,75
"site_374",59.2897519829367,-151.159647606085,0,108,110,3644,19020202,200,16,4000,94,85
"site_375",62.4614337565775,-151.34883280492,0,105,110,3601,19020504,200,16,1000,85,55
"site_376",59.709355052149,-151.536940025415,0,105,110,3600,19020300,200,3,4000,96,55
"site_377",61.7122388096219,-151.632880097759,0,106,110,3679,19020504,100,16,6000,93,65
"site_378",59.1288637155509,-151.493820891777,0,106,111,3644,19020202,0,16,1000,0,65
"site_379",61.9167851998159,-151.584910061587,0,103,110,3677,19020504,0,16,7000,90,35
"site_380",59.9238727419967,-151.054814212428,0,109,110,3677,19020300,0,3,7000,86,95
"site_381",61.4330424193175,-149.788189661819,0,104,110,3679,19020400,200,24,6000,86,45
"site_382",60.9199247290284,-149.850442911009,0,105,110,3677,19020302,200,24,1000,84,55
"site_383",60.2602019843711,-151.201149772211,0,105,110,3679,19020300,0,24,6000,84,55
"site_384",60.0386774353072,-151.349641288676,0,106,109,3677,19020300,100,3,6000,98,65
"site_385",60.7504126349151,-150.863203562325,0,104,109,3679,19020302,0,24,5000,84,45
"site_386",61.5381453075595,-150.643026486187,0,105,110,3677,19020504,200,24,6000,95,55
"site_387",60.2599324897858,-151.194142912995,0,104,110,3679,19020300,100,24,8000,86,45
"site_388",61.13309494595,-151.34883280492,0,105,110,3679,19020600,0,24,7000,102,55
"site_389",62.067702167548,-151.687048509391,0,105,110,3679,19020504,200,16,7000,91,55
"site_390",62.4088823124565,-151.244807895019,0,102,110,3679,19020504,0,16,1000,90,25
"site_391",60.2003741864487,-150.288102117432,0,106,110,3603,19020302,200,16,1000,86,65
"site_392",60.1265326700941,-152.69738370944,0,104,110,3644,19020602,0,16,1000,90,45
"site_393",59.3274812248698,-151.813171975281,0,108,110,3644,19020300,100,16,1000,81,85
"site_394",59.9160573990249,-152.746970713124,0,104,110,3644,19020602,0,16,5000,85,45
"site_395",62.190052709245,-151.241304465411,0,101,110,3677,19020504,100,24,3000,93,15
"site_396",59.9928633558171,-151.19495139675,0,101,110,3679,19020300,200,3,8000,98,15
"site_397",59.276277253675,-151.198993815529,0,109,110,3644,19020202,100,16,1000,77,95
"site_398",59.9745377240211,-150.916024501031,0,104,110,3679,19020300,100,16,6000,95,45
"site_399",61.6629213005237,-150.768610962907,0,107,110,3677,19020504,200,24,7000,94,75
"site_400",60.2602019843711,-152.68040555057,0,105,110,3679,19020602,200,16,1000,94,55
"site_401",62.1752305070571,-151.889438942903,0,107,110,3679,19020504,100,16,1000,87,75
"site_402",61.7682936833509,-148.855468902318,0,103,110,3600,19020402,100,24,1000,88,35
"site_403",60.6067720209844,-152.611684431335,0,107,110,3679,19020600,200,16,1000,84,75
"site_404",62.2929996408051,-150.426083345072,0,101,110,3679,19020504,0,24,5000,97,15
"site_405",60.7126833929821,-150.953484248379,0,104,109,3679,19020302,0,24,5000,82,45
"site_406",60.8393458480429,-149.953928831739,0,106,110,3679,19020302,200,24,1000,85,65
"site_407",61.0587144404249,-151.35395320204,0,104,109,3677,19020600,100,24,7000,95,45
"site_408",62.0553054166271,-150.465968543687,0,103,110,3601,19020504,100,24,9000,96,35
"site_409",60.2213947640971,-150.647068904966,0,106,110,3679,19020300,200,3,1000,91,65
"site_410",59.8322445830165,-151.470105368276,0,104,110,3679,19020300,200,3,7000,97,45
"site_411",61.318237726007,-151.037836053558,0,101,110,3677,19020600,100,24,7000,98,15
"site_412",60.3793185910453,-152.751013131902,0,104,109,3679,19020602,0,16,1000,92,45
"site_413",60.0287061356535,-151.378746703881,0,104,109,3679,19020300,200,3,6000,103,45
"site_414",59.7584030666619,-150.927882262782,0,106,109,3677,19020300,200,16,1000,82,65
"site_415",60.8347644400939,-150.181921250849,0,104,110,3679,19020302,100,24,7000,78,45
"site_416",59.6018267126399,-150.410183164544,0,104,110,3644,19020202,0,16,1000,61,45
"site_417",61.7418832139978,-149.402542910347,0,106,110,3600,19020504,200,24,1000,102,65
"site_418",62.4237045146445,-152.007477571237,0,105,110,3601,19020504,200,16,9000,90,55
"site_419",62.2307463916157,-151.329698689368,0,106,110,3679,19020504,0,16,5000,105,65
"site_420",61.4688851991539,-149.16592666451,0,107,110,3677,19020402,100,24,2000,86,75
"site_421",62.2835673303219,-150.089215113528,0,106,110,3679,19020504,0,24,7000,90,65
"site_422",62.2161936840129,-150.066577568368,0,104,110,3679,19020504,0,24,5000,89,45
"site_423",59.4161449434124,-151.221361866104,0,109,110,3644,19020300,200,16,4000,76,95
"site_424",60.3440148003794,-152.484213492519,0,109,110,3644,19020602,100,24,1000,101,95
"site_425",59.266036459436,-151.422674321275,0,106,110,3644,19020202,200,16,6000,82,65
"site_426",59.542537903888,-151.195490385921,0,106,110,3677,19020300,0,16,1000,86,65
"site_427",59.6023657018103,-150.67509634183,0,108,110,3644,19020202,200,16,1000,62,85
"site_428",62.1806203987618,-151.26286403223,0,105,110,3679,19020504,100,24,4000,93,55
"site_429",59.9397729225256,-151.494629375533,0,102,110,3679,19020300,0,3,8000,94,25
"site_430",59.8858740054785,-150.889344537093,0,104,109,3679,19020300,0,16,5000,89,45
"site_431",60.1265326700941,-151.41162504328,0,104,110,3679,19020300,200,24,6000,86,45
"site_432",60.6423453062355,-152.410910965335,0,105,110,3679,19020600,200,24,1000,86,55
"site_433",59.852187182324,-151.349641288676,0,103,110,3677,19020300,0,3,1000,95,35
"site_434",62.1170196766461,-151.207348147671,0,106,110,3679,19020504,100,24,4000,107,65
"site_435",60.8301830321449,-149.86903803739,0,104,110,3679,19020302,100,16,1000,90,45
"site_436",60.9579234655467,-152.208251037237,0,102,110,3679,19020600,200,16,1000,92,25
"site_437",61.3945046936288,-149.991927568258,0,104,109,3600,19020400,0,24,7000,77,45
"site_438",62.4253214821559,-151.212199050205,0,104,110,3679,19020504,0,16,5000,92,45
"site_439",60.9061805051814,-152.04574580234,0,106,110,3679,19020600,0,24,8000,95,65
"site_440",59.8791366408476,-151.101436775674,0,102,110,3677,19020300,0,16,4000,102,25
"site_441",61.87582202286,-150.967228472226,0,101,110,3677,19020504,100,24,8000,99,15
"site_442",60.2480747280355,-152.752360604828,0,106,108,3644,19020602,200,16,1000,91,65
"site_443",61.3548889895991,-151.39464688441,0,105,110,3677,19020600,100,24,9000,91,55
"site_444",61.3508465708206,-150.282981720312,0,101,109,3679,19020504,0,24,7000,86,15
"site_445",62.2531144421902,-150.667280998859,0,107,110,3600,19020504,100,24,1000,98,75
"site_446",62.1482810485335,-150.311278651762,0,104,110,3679,19020504,200,24,8000,93,45
"site_447",60.2213947640971,-149.422485509654,0,103,110,3600,19020202,200,16,6000,57,35
"site_448",62.1040839365548,-151.306791649623,0,105,110,3679,19020504,200,24,1000,90,55
"site_449",61.7305644414179,-151.323769808493,0,106,110,3677,19020504,100,24,7000,98,65
"site_450",59.3975498170311,-151.155066198136,0,106,110,3644,19020300,100,16,1000,80,65
"site_451",61.8011720227497,-148.49165121225,0,101,110,3677,19020402,0,24,1000,87,15
"site_452",60.0508046916428,-152.735921435129,0,101,110,3677,19020602,100,16,1000,92,15
"site_453",62.3024319512884,-151.227560241564,0,102,110,3679,19020504,0,16,7000,89,25
"site_454",61.6766655243707,-151.709416559966,0,105,110,3679,19020504,100,16,4000,108,55
"site_455",61.3721366430542,-151.899410242557,0,102,110,3679,19020600,200,16,4000,113,25
"site_456",61.8486030697512,-148.814505725362,0,103,110,3600,19020402,0,24,1000,95,35
"site_457",61.2179857402993,-149.519773054924,0,101,109,3679,19020400,200,24,2000,97,15
"site_458",60.8797700358283,-152.091290387245,0,104,110,3679,19020600,0,24,5000,101,45
"site_459",61.290749278313,-149.636464210331,0,109,110,3600,19020400,200,24,7000,87,95
"site_460",60.0297841139944,-151.491664935095,0,102,110,3677,19020300,200,3,8000,88,25
"site_461",62.1738830341309,-151.286310061145,0,105,110,3677,19020504,200,24,1000,97,55
"site_462",61.7399967519012,-148.683531356937,0,106,110,3600,19020402,200,24,7000,86,65
"site_463",60.3547945837889,-149.887902658356,0,106,110,3679,19020302,200,16,1000,81,65
"site_464",62.2897657057823,-151.892403383341,0,105,110,3677,19020504,0,16,1000,81,55
"site_465",62.2824893519809,-151.300054284992,0,104,109,3679,19020504,0,16,7000,88,45
"site_466",60.5345474721412,-152.35970699414,0,105,110,3679,19020600,200,24,4000,90,55
"site_467",59.1735998167001,-151.632610603173,0,109,110,3644,19020202,100,16,3000,72,95
"site_468",59.7166314059503,-150.930307714049,0,102,110,3679,19020300,200,16,2000,85,25
"site_469",61.1915752709462,-148.653078468806,0,106,110,3677,19020402,200,35,4000,93,65
"site_470",61.7704496400328,-148.004135507558,0,102,110,3600,19020402,0,16,1000,79,25
"site_471",61.8310859217109,-151.100358797333,0,104,110,3679,19020504,0,24,7000,95,45
"site_472",60.5544900714486,-150.212104644395,0,107,110,3679,19020302,0,24,8000,83,75
"site_473",59.374642777286,-151.215971974399,0,108,110,3644,19020300,100,16,1000,74,85
"site_474",59.7354960269169,-151.241843454581,0,106,110,3677,19020300,200,16,6000,93,65
"site_475",60.7768231042682,-149.922397965267,0,104,110,3679,19020302,200,16,1000,93,45
"site_476",60.3467097462318,-151.327542732686,0,104,108,3679,19020300,0,24,5000,84,45
"site_477",60.3863254502614,-150.225040384487,0,106,110,3677,19020302,0,16,6000,93,65
"site_478",62.0499155249224,-150.771575403345,0,103,110,3601,19020504,0,24,6000,105,35
"site_479",62.1224095683508,-151.170696884079,0,105,110,3677,19020504,200,24,7000,101,55
"site_480",59.8365564963803,-151.638539484049,0,101,110,3677,19020300,100,3,6000,94,15
"site_481",60.657706497594,-150.599368363379,0,104,110,3679,19020302,0,24,5000,0,45
"site_482",60.6946272557713,-148.699970526637,0,108,110,3644,19020200,100,16,1000,91,85
"site_483",61.2945222025063,-148.985634786987,0,104,109,3679,19020400,100,16,1000,91,45
"site_484",61.1562714802803,-151.211121071865,0,101,110,3677,19020600,0,24,6000,102,15
"site_485",61.6103698564027,-151.560116559745,0,104,110,3679,19020504,200,16,3000,107,45
"site_486",60.9145348373237,-148.746323595297,0,105,110,3677,19020302,200,16,1000,85,55
"site_487",61.8607303260868,-151.105748689037,0,103,110,3677,19020504,0,24,5000,97,35
"site_488",60.5431712988687,-150.995794898261,0,104,110,3679,19020302,0,24,5000,83,45
"site_489",60.4709467500255,-150.952945259209,0,105,110,3679,19020302,0,24,7000,79,55
"site_490",62.2779079440319,-149.821068001218,0,103,110,3600,19020504,200,24,7000,100,35
"site_491",62.1439691351697,-151.304096703771,0,101,110,3677,19020504,0,24,1000,95,15
"site_492",62.1296859221522,-151.373087317591,0,106,110,3677,19020504,200,16,6000,86,65
"site_493",60.3979137174266,-152.399592192755,0,106,110,3679,19020602,200,24,4000,91,65
"site_494",59.4250382647251,-151.698097787386,0,106,110,3644,19020300,100,16,1000,95,65
"site_495",61.8763610120305,-148.412150309605,0,107,110,3603,19020402,100,16,1000,87,75
"site_496",61.8238095679095,-152.049518726533,0,105,110,3679,19020504,200,16,4000,96,55
"site_497",61.6257310477611,-150.658387677546,0,103,110,3677,19020504,200,24,6000,98,35
"site_498",61.1058759928412,-152.072425766278,0,105,110,3679,19020600,200,16,1000,96,55
"site_499",60.8975566784539,-152.136565477564,0,102,110,3679,19020600,200,24,7000,96,25
"site_500",61.9087003622588,-151.989421434026,0,103,110,3677,19020504,100,16,2000,97,35
"site_501",61.686097834854,-150.880720710365,0,103,110,3677,19020504,0,24,5000,95,35
"site_502",59.8756332112395,-151.726664213421,0,104,109,3679,19020300,200,3,7000,88,45
"site_503",59.6921073986939,-151.611590025525,0,105,110,3679,19020300,200,3,8000,99,55
"site_504",59.337991513694,-151.576286234859,0,109,110,3644,19020300,200,16,1000,83,95
"site_505",62.1472030701925,-152.135218004638,0,101,109,3679,19020504,200,16,1000,85,15
"site_506",61.9674501818402,-149.73779417438,0,105,110,3600,19020504,200,24,4000,91,55
"site_507",61.5656337552536,-151.122187858737,0,106,109,3677,19020600,200,24,7000,102,65
"site_508",59.924142236582,-150.899585331332,0,105,110,3677,19020300,0,16,7000,88,55
"site_509",61.3187767151775,-150.987710060704,0,105,110,3677,19020600,200,24,7000,89,55
"site_510",60.0804490960188,-151.02867323766,0,105,110,3677,19020300,100,3,1000,104,55
"site_511",59.3215523439946,-151.156144176476,0,106,110,3644,19020202,0,16,1000,54,65
"site_512",62.215115705672,-151.183902118756,0,105,110,3677,19020504,0,24,7000,90,55
"site_513",59.899079240155,-151.171505367835,0,104,110,3679,19020300,200,3,6000,93,45
"site_514",62.2479940450707,-151.168001938227,0,104,109,3679,19020504,200,16,7000,91,45
"site_515",61.7850023476355,-151.744989845217,0,105,110,3677,19020504,100,16,1000,103,55
"site_516",60.6477351979402,-151.152371252283,0,104,109,3679,19020302,0,24,5000,82,45
"site_517",60.3779711181191,-152.749396164391,0,102,110,3679,19020602,0,16,1000,92,25
"site_518",62.4705965724756,-150.930577208634,0,103,110,3600,19020504,200,16,7000,100,35
"site_519",62.1768474745685,-149.717043091317,0,101,109,3601,19020504,0,24,7000,101,15
"site_520",60.8320694942416,-150.051216377009,0,104,110,3679,19020302,0,24,5000,81,45
"site_521",59.8783281570919,-151.373626306762,0,101,110,3600,19020300,0,3,7000,100,15
"site_522",62.0439866440472,-151.60054074753,0,101,110,3677,19020504,100,16,8000,84,15
"site_523",61.6464821308243,-149.656945798809,0,106,110,3600,19020504,100,24,7000,81,65
"site_524",61.2295740074644,-151.408391108257,0,102,110,3679,19020600,200,24,8000,112,25
"site_525",61.2139433215208,-151.875694719056,0,101,110,3679,19020600,200,16,1000,99,15
"site_526",59.4110245462929,-151.472530819543,0,109,110,3644,19020202,100,16,9000,70,95
"site_527",62.0364407956606,-151.535592552489,0,101,109,3679,19020504,200,16,6000,89,15
"site_528",61.2654167873008,-152.510893456457,0,107,110,3679,19020600,100,16,4000,111,75
"site_529",60.8679122740779,-150.595595439186,0,104,110,3679,19020302,0,24,7000,84,45
"site_530",61.2527505417947,-151.10332323777,0,101,110,3677,19020600,0,24,8000,94,15
"site_531",61.6486380875062,-151.437227028877,0,101,109,3679,19020504,0,16,5000,89,15
"site_532",61.3187767151775,-149.770133524608,0,104,110,3679,19020400,100,24,7000,91,45
"site_533",62.3668411571598,-151.442886415167,0,104,109,3679,19020504,0,16,5000,80,45
"site_534",60.886237905874,-149.880087315385,0,106,110,3679,19020302,200,24,1000,93,65
"site_535",59.6468323083743,-150.243096521697,0,104,110,3644,19020202,0,35,1000,58,45
"site_536",62.1973290630464,-151.172583346176,0,106,109,3677,19020504,200,24,9000,87,65
"site_537",61.3071884480124,-151.667105910084,0,106,110,3679,19020600,100,16,8000,96,65
"site_538",59.9971752691809,-151.15479670355,0,104,110,3679,19020300,0,3,3000,103,45
"site_539",61.9232530698615,-149.310375762196,0,105,110,3603,19020504,100,16,2000,101,55
"site_540",61.1551935019393,-151.317571433033,0,103,110,3677,19020600,200,24,6000,103,35
"site_541",60.148092236913,-152.578536597351,0,105,110,3679,19020602,0,16,4000,87,55
"site_542",61.986584297392,-151.984301036906,0,105,110,3679,19020504,0,16,6000,91,55
"site_543",61.9068139001621,-149.525432441214,0,103,110,3603,19020504,100,24,1000,101,35
"site_544",61.2080144406456,-151.437227028877,0,101,110,3679,19020600,100,24,6000,114,15
"site_545",60.5747021653413,-150.770497425004,0,104,110,3679,19020302,0,24,7000,78,45
"site_546",61.1511510831608,-151.503522696845,0,105,110,3677,19020600,100,24,6000,112,55
"site_547",60.6164738260529,-151.18821403212,0,106,110,3679,19020302,0,24,6000,82,65
"site_548",62.0340153443935,-151.418901397081,0,106,110,3677,19020504,100,24,8000,90,65
"site_549",59.2663059540212,-151.17743424871,0,104,110,3644,19020202,100,16,1000,74,45
"site_550",60.303590612594,-152.49714923261,0,104,109,3679,19020602,200,24,6000,90,45
"site_551",60.594914259234,-150.592630998748,0,104,109,3679,19020302,0,24,5000,73,45
"site_552",61.8782474741271,-151.792420892218,0,101,110,3679,19020504,0,16,4000,101,15
"site_553",59.9163268936101,-151.048615836967,0,102,110,3679,19020300,200,16,8000,98,25
"site_554",62.1725355612047,-149.839124138429,0,106,110,3679,19020504,0,24,5000,88,65
"site_555",59.4223433188728,-151.453127209406,0,108,110,3644,19020300,200,16,1000,78,85
"site_556",60.1095545112242,-150.803914753573,0,106,109,3677,19020300,100,3,8000,89,65
"site_557",60.1569855582257,-150.575383345293,0,105,110,3677,19020300,0,3,6000,90,55
"site_558",60.9174992777613,-148.853312945636,0,106,111,3644,19020302,0,16,8000,82,65
"site_559",60.319490793123,-152.413066922016,0,105,110,3679,19020602,100,24,6000,95,55
"site_560",59.3002622717609,-151.13781854468,0,106,108,3644,19020202,0,16,1000,73,65
"site_561",62.2868012653447,-151.248850313798,0,101,109,3601,19020504,0,16,8000,81,15
"site_562",59.9839700345043,-151.232141649513,0,101,109,3679,19020300,200,3,6000,99,15
"site_563",59.3404169649611,-151.337783526925,0,109,110,3644,19020202,200,16,1000,59,95
"site_564",61.423340614249,-150.757022695742,0,105,110,3679,19020504,200,24,1000,97,55
"site_565",59.7964018031802,-151.384675584756,0,103,110,3677,19020300,200,3,6000,100,35
"site_566",61.794704152704,-150.237706629993,0,101,109,3679,19020504,0,24,7000,93,15
"site_567",60.0561945833475,-152.5831180053,0,109,110,3644,19020602,100,16,1000,90,95
"site_568",61.8809424199795,-151.552840205944,0,103,110,3677,19020504,0,16,6000,90,35
"site_569",62.2603907959916,-151.597576307093,0,105,110,3679,19020504,0,16,7000,82,55
"site_570",61.261104873937,-151.139166017607,0,106,110,3677,19020600,200,24,1000,100,65
"site_571",61.3869588452422,-150.64572143204,0,104,109,3679,19020504,0,24,5000,82,45
"site_572",61.0937487365056,-148.199788576439,0,108,110,3644,19020200,200,16,1000,85,85
"site_573",59.5320276150638,-151.284693093634,0,106,110,3677,19020300,200,16,4000,89,65
"site_574",59.7713388067532,-151.249658797553,0,102,110,3679,19020300,100,16,7000,105,25
"site_575",60.0605064967113,-150.888805547922,0,106,109,3600,19020300,100,3,6000,93,65
"site_576",59.380302163576,-151.724777751324,0,108,110,3644,19020300,200,16,1000,76,85
"site_577",59.3228998169208,-151.016276486739,0,108,110,3644,19020202,200,16,1000,69,85
"site_578",62.1019279798729,-149.314957170145,0,106,110,3600,19020504,200,16,1000,109,65
"site_579",61.466729242472,-149.18910319884,0,105,110,3677,19020402,200,24,1000,91,55
"site_580",59.2684619107031,-151.430220169661,0,106,110,3644,19020202,200,16,1000,0,65
"site_581",61.510117870695,-149.539715654232,0,105,110,3679,19020400,0,24,5000,0,55
"site_582",59.5387649796947,-150.461387135738,0,109,110,3644,19020202,200,16,1000,57,95
"site_583",62.3525579441423,-151.010886595034,0,103,110,3600,19020504,0,16,7000,91,35
"site_584",60.5631138981762,-150.123979915023,0,106,109,3677,19020302,0,16,1000,92,65
"site_585",60.3281146198505,-151.265828472667,0,105,110,3679,19020300,100,24,8000,84,55
"site_586",59.4587250878796,-151.582215115734,0,101,110,3644,19020300,0,16,3000,88,15
"site_587",59.785891514356,-151.275260783151,0,103,109,3679,19020300,200,3,6000,98,35
"site_588",62.5474025292678,-151.176356270369,0,102,110,3601,19020504,0,16,1000,85,25
"site_589",61.770719134618,-147.975299586938,0,106,110,3603,19020402,0,16,2000,84,65
"site_590",60.5844039704098,-150.258996702226,0,105,110,3679,19020302,0,24,7000,88,55
"site_591",60.5482916959882,-150.20051637723,0,106,110,3679,19020302,200,24,9000,91,65
"site_592",62.0173066801089,-150.715790024201,0,106,110,3679,19020504,0,24,8000,99,65
"site_593",60.3456317678908,-151.24534688419,0,101,109,3679,19020300,100,24,8000,83,15
"site_594",60.4186648004898,-150.133951214677,0,107,110,3603,19020302,200,16,6000,101,75
"site_595",59.9308796012129,-152.829705550791,0,107,110,3644,19020602,200,16,1000,94,75
"site_596",59.9737292402653,-151.262055548474,0,101,109,3679,19020300,100,3,9000,94,15
"site_597",60.2345999987737,-151.330237678539,0,104,110,3679,19020300,0,24,5000,83,45
"site_598",61.7529324919925,-149.7429145715,0,103,110,3600,19020504,0,24,7000,90,35
"site_599",62.138579243465,-148.270935146941,0,101,110,3603,19020402,0,16,1000,83,15
"site_600",59.2202223799459,-151.180398689148,0,107,110,3644,19020202,200,16,2000,83,75
"site_601",62.2167326731834,-151.582215115734,0,105,110,3677,19020504,200,16,8000,88,55
"site_602",59.9176743665363,-151.095777389384,0,104,109,3679,19020300,200,3,6000,90,45
"site_603",61.5068839356721,-151.616710422645,0,103,110,3677,19020600,200,16,6000,107,35
"site_604",61.9542449471637,-150.926534789856,0,104,108,3677,19020504,100,24,7000,88,45
"site_605",60.1171003596108,-151.197646342603,0,101,109,3679,19020300,0,3,5000,84,15
"site_606",60.4394158835529,-149.380713848943,0,108,110,3679,19020302,100,16,1000,75,85
"site_607",60.0931153415248,-152.799252662659,0,106,110,3679,19020602,200,16,4000,90,65
"site_608",59.6964193120577,-151.490317462169,0,104,110,3679,19020300,0,3,7000,103,45
"site_609",59.9227947636558,-152.865278836042,0,103,110,3679,19020602,0,16,4000,88,35
"site_610",62.666519135942,-151.092543454361,0,105,110,3600,19020504,100,16,1000,90,55
